Sitio 0
0.000000, 0.000000, 0
0.500000, 0.500000, 1
0.525000, 0.475000, 0
0.484028, 0.494698, 1
0.508496, 0.483517, 1
0.580424, 0.453456, 1
0.654675, 0.424435, 0
0.620907, 0.436675, 1
0.647346, 0.405629, -1
0.453143, 0.416907, 1
0.474894, 0.394250, 1
0.513408, 0.363547, -1
0.359386, 0.376823, 0
0.353924, 0.393414, 1
0.380478, 0.375717, 1
0.399383, 0.371343, 1
0.479881, 0.363800, 1
0.497567, 0.335700, 1
0.518399, 0.284449, 1
0.538470, 0.269616, 1
0.849990, 0.264218, -1
0.594993, 0.275539, 1
0.710719, 0.231754, -1
0.497503, 0.241276, 1
0.731272, 0.224433, 1
0.755165, 0.223721, 1
0.762005, 0.131101, 1
0.784332, 0.093000, 1
0.788334, 0.019746, -1
0.551834, 0.020545, -1
0.532646, 0.021511, -1
0.372852, 0.021726, -1
0.260997, 0.022768, -1
0.184780, 0.023127, -1
0.129346, 0.023265, -1
0.090542, 0.023498, -1
0.081041, 0.024449, -1
0.749582, 0.024725, -1
0.655868, 0.024945, -1
0.459108, 0.025590, -1
0.270384, 0.026849, -1
0.243171, 0.027118, -1
0.239875, 0.027606, -1
0.168757, 0.027805, -1
0.577554, 0.029174, -1
0.404287, 0.030569, -1
0.402697, 0.030822, -1
0.281888, 0.031584, -1
0.261117, 0.033108, 1
0.266616, 0.020052, -1
0.186631, 0.020995, -1
0.150344, 0.021748, -1
0.124790, 0.022724, 1
0.329998, 0.014939, -1
0.202849, 0.015158, -1
0.148449, 0.015816, -1
0.103914, 0.015867, -1
0.436988, 0.016514, -1
0.305892, 0.016942, -1
0.214124, 0.017111, -1
0.208446, 0.017202, -1
0.206649, 0.018053, -1
0.157322, 0.018465, -1
0.149591, 0.018724, -1
0.271074, 0.019068, -1
0.189751, 0.019967, -1
0.132826, 0.020788, 1
0.136666, 0.007404, -1
0.095666, 0.007769, -1
0.087866, 0.007809, -1
0.064397, 0.007964, -1
0.191868, 0.008253, -1
0.134308, 0.008332, -1
0.073230, 0.008602, -1
0.039278, 0.008855, 1
0.042315, 0.004972, -1
0.050214, 0.005022, -1
0.035150, 0.005072, -1
0.493437, 0.005135, -1
0.345406, 0.005304, -1
0.241784, 0.005368, -1
0.169249, 0.005422, -1
0.114227, 0.005609, -1
0.111047, 0.005814, -1
0.077733, 0.006052, -1
0.054413, 0.006129, -1
0.038089, 0.006169, -1
0.069122, 0.006446, -1
0.048386, 0.006613, -1
0.027328, 0.006679, -1
0.146830, 0.006829, -1
0.102781, 0.006970, -1
0.071947, 0.006982, -1
0.050363, 0.007165, -1
0.307154, 0.007237, -1
0.215008, 0.007504, -1
0.160560, 0.007630, -1
0.137539, 0.007964, -1
0.116433, 0.008044, -1
0.086768, 0.008124, -1
0.060738, 0.008205, -1
0.528151, 0.008392, -1
0.369706, 0.008756, -1
0.274978, 0.009137, -1
0.250919, 0.009228, -1
0.175643, 0.009320, -1
0.122950, 0.009664, -1
0.086065, 0.009777, -1
0.192839, 0.010072, -1
0.134987, 0.010094, -1
0.102007, 0.010410, -1
0.071405, 0.010928, -1
0.049984, 0.011018, -1
0.286285, 0.011254, -1
0.278517, 0.011367, -1
0.194962, 0.011756, -1
0.136473, 0.012001, -1
0.095531, 0.012520, -1
0.114232, 0.012613, -1
0.099811, 0.012795, -1
0.060989, 0.013016, -1
0.384943, 0.013462, -1
0.269460, 0.013596, -1
0.170793, 0.013778, -1
0.119555, 0.014299, -1
0.100837, 0.014714, 1
0.105206, 0.010367, -1
0.153770, 0.010380, -1
0.107639, 0.010577, -1
0.077658, 0.010857, -1
0.054361, 0.011384, 1
0.093724, 0.006735, -1
0.065607, 0.006790, -1
0.078918, 0.006942, -1
0.055243, 0.007011, -1
0.265670, 0.007268, -1
0.196987, 0.007340, -1
0.137891, 0.007690, -1
0.096523, 0.007854, -1
0.067566, 0.008186, -1
0.220183, 0.008273, -1
0.154128, 0.008549, -1
0.107890, 0.008631, -1
0.055249, 0.008765, 1
0.058159, 0.006002, -1
0.045079, 0.006073, 1
0.046839, 0.004073, -1
0.032787, 0.004172, -1
0.097226, 0.004371, -1
0.068058, 0.004472, -1
0.047641, 0.004630, -1
0.033348, 0.004676, -1
0.104585, 0.004797, -1
0.073210, 0.004845, -1
0.046233, 0.005045, -1
0.124764, 0.005087, -1
0.115838, 0.005097, -1
0.069138, 0.005218, -1
0.048397, 0.005413, -1
0.033878, 0.005615, -1
0.192234, 0.005672, -1
0.168928, 0.005925, -1
0.118250, 0.005990, -1
0.082775, 0.006038, -1
0.055741, 0.006099, -1
0.067343, 0.006383, -1
0.070474, 0.006569, -1
